iter	Logloss
135	0.2014253411
136	0.2010999786
137	0.200245649
138	0.1998663269
139	0.1992557713
140	0.1985081594
141	0.197572434
142	0.1963005981
143	0.1958749444
144	0.1952712525
145	0.1946583616
146	0.1933486746
147	0.1930289443
148	0.1923612624
149	0.1915553971
150	0.1908308011
151	0.1900271437
152	0.189437034
153	0.1886566535
154	0.1878647393
155	0.1869616629
156	0.1863741482
157	0.1861452293
158	0.1854775632
159	0.1849658989
160	0.1844128449
161	0.1837707455
162	0.1833015467
163	0.1825993959
164	0.1819856528
165	0.1812861468
166	0.1807555723
167	0.1800003216
168	0.1791978701
169	0.1780956566
170	0.1777883796
171	0.1773525929
172	0.1770797316
173	0.1762992332
174	0.1757712315
175	0.1754785936
176	0.1748221401
177	0.1744664168
178	0.1742888083
179	0.1737953188
180	0.1730448583
181	0.1727191854
182	0.1723448839
183	0.1720465581
184	0.1717812646
185	0.1714995622
186	0.1709040821
187	0.1702781864
188	0.170276759
189	0.1699065866
190	0.1689409648
191	0.1678880592
192	0.1674798573
193	0.1672103096
194	0.1667815803
195	0.1658858273
196	0.1655567438
197	0.1650151736
198	0.1647714838
199	0.1643618829
200	0.1636919919
201	0.1633062901
202	0.1628365997
203	0.1624381805
204	0.1622201345
205	0.161966195
206	0.1616254298
207	0.1612224303
208	0.1608461526
209	0.1602493388
210	0.1601403036
211	0.1596543239
212	0.1593550481
213	0.159008207
214	0.158653021
215	0.1583356743
216	0.1577067255
217	0.15725466
218	0.1570016252
219	0.1562381946
220	0.1558980628
221	0.155733383
222	0.1554255486
223	0.1550579429
224	0.1548250912
225	0.1546726769
226	0.1542823356
227	0.1540321641
228	0.1535938648
229	0.1535527775
230	0.153377968
231	0.1529080632
232	0.152701107
233	0.1524422889
234	0.1521721165
235	0.151518551
236	0.1509148167
237	0.1506587567
238	0.1501025764
239	0.1495251902
240	0.1491435818
241	0.1488852592
242	0.1487688489
243	0.1479642585
244	0.1475658026
245	0.147146855
246	0.1469411673
247	0.1468626643
248	0.1465884384
249	0.1464724198
250	0.1462648308
251	0.145991594
252	0.1458357706
253	0.1457225343
254	0.1453970827
255	0.1449335411
256	0.1445890117
257	0.1445721214
258	0.1442978177
259	0.1439490615
260	0.1438421308
261	0.143600588
262	0.1433859713
263	0.1431975627
264	0.1430244542
265	0.1425270223
266	0.1421422865
267	0.1418839788
268	0.1417265028
269	0.1416893723
270	0.1416731925
271	0.1415089755
272	0.1411230936
273	0.1408016014
274	0.140670887
275	0.1403985174
276	0.1402092671
277	0.1399424623
278	0.1397954742
279	0.1394902183
280	0.1391863155
281	0.1389922985
282	0.1389883207
283	0.1386406202
284	0.1382327331
285	0.1381456003
286	0.1379784691
287	0.1379728673
288	0.1378466587
289	0.1377200732
290	0.137499884
291	0.1374611191
292	0.1373276551
293	0.1368359095
294	0.1366023126
295	0.1363316278
296	0.1359548319
297	0.1354722274
298	0.1354198071
299	0.1352399321
300	0.1351232743
301	0.1348129668
302	0.1347627131
303	0.134356142
304	0.1337711931
305	0.1337026823
306	0.1334786485
307	0.1334362981
308	0.1333257936
309	0.1331884856
310	0.13318763
311	0.1329243495
312	0.1326977718
313	0.1325722922
314	0.1324443881
315	0.1321253819
316	0.1319504999
317	0.1317147208
318	0.1312864095
319	0.1311762767
320	0.1310135625
321	0.130981803
322	0.1308309749
323	0.1304748598
324	0.1302639281
325	0.1298835665
326	0.1298757857
327	0.1297086018
328	0.1296681866
329	0.1294835956
330	0.1293133622
331	0.1290875529
332	0.1286993172
333	0.1284814102
334	0.1282757018
335	0.1276087691
336	0.1273859881
337	0.1273660264
338	0.1272327634
339	0.1271176735
340	0.1267707167
341	0.1266244954
342	0.1265589615
343	0.1263884725
344	0.1263864637
345	0.1262719355
346	0.126224186
347	0.1262076979
348	0.1260167517
349	0.1259487678
350	0.1258539712
351	0.1255020791
352	0.1251261007
353	0.1250519844
354	0.1247727865
355	0.124594703
356	0.1243807449
357	0.1243662809
358	0.1241177266
359	0.1237507354
360	0.1234901197
361	0.1232318264
362	0.123063559
363	0.1229156234
364	0.1226953153
365	0.1225840691
366	0.1224100573
367	0.1223905562
368	0.1220838515
369	0.1216409272
370	0.1211777722
371	0.1210876168
372	0.1207924918
373	0.1207626746
374	0.1205674364
375	0.1203063791
376	0.1201754649
377	0.1197133432
378	0.1193153543
379	0.1192237349
380	0.1190600354
381	0.1189582891
382	0.1187841367
383	0.1186651214
384	0.1186115158
385	0.1181779265
386	0.117934407
387	0.1178905537
388	0.1175045856
389	0.1174315398
390	0.1172885819
391	0.1170004513
392	0.1169811499
393	0.1168893468
394	0.1167745328
395	0.1167476821
396	0.1165684181
397	0.1164931994
398	0.116283912
399	0.1162449611
400	0.1161059828
401	0.1159289913
402	0.1158983354
403	0.1158221908
404	0.1155181556
405	0.1154177972
406	0.1152933169
407	0.1152193538
408	0.1147178222
409	0.1143817519
410	0.1143299614
411	0.1142345043
412	0.1139530811
413	0.11387454
414	0.1137516568
415	0.1135011596
416	0.1131822498
417	0.1129549096
418	0.1126496386
419	0.1125224166
420	0.1124423236
421	0.1122744341
422	0.112191525
423	0.1120260306
424	0.1117989665
425	0.1114496102
426	0.111260082
427	0.1109929081
428	0.1108302494
429	0.1107863444
430	0.1105393855
431	0.1101904511
432	0.1101287145
433	0.1099464517
434	0.1098722282
435	0.1098041114
436	0.1097837818
437	0.109709911
438	0.1094834616
439	0.1093922066
440	0.1090877822
441	0.1088933638
442	0.108733806
443	0.1084100901
444	0.1080885736
445	0.10798891
446	0.107939151
447	0.1078595668
448	0.1076837633
449	0.1075209272
450	0.1074042694
451	0.1073591413
452	0.1071813464
453	0.1071120242
454	0.1068572758
455	0.1067984729
456	0.106634951
457	0.1065947925
458	0.1062324627
459	0.1061173133
460	0.1059651571
461	0.1057540891
462	0.1054349149
463	0.105126831
464	0.105104243
465	0.1048115779
466	0.1044857733
467	0.1041748091
468	0.1039623999
469	0.1036527606
470	0.1034025752
471	0.1033254156
472	0.1031359707
473	0.103075441
474	0.1029214386
475	0.1029095848
476	0.1027424216
477	0.1027064455
478	0.1025835129
479	0.1025427531
480	0.1024469435
481	0.10225825
482	0.1021382003
483	0.1020793229
484	0.1016405533
485	0.1015297424
486	0.1011568933
487	0.101117868
488	0.1009799626
489	0.1009776949
490	0.1008349299
491	0.1006863794
492	0.1006660393
493	0.1006363232
494	0.1004716938
495	0.1003129452
496	0.1002026142
497	0.1001892884
498	0.1000890212
499	0.09990587506
500	0.09976426054
501	0.09958882338
502	0.09937879241
503	0.09914611082
504	0.09902283115
505	0.09889192672
506	0.09869014638
507	0.09853581518
508	0.09842060511
509	0.09831733824
510	0.09816472985
511	0.09812844782
512	0.09808263159
513	0.09791639742
514	0.09790883516
515	0.0978670764
516	0.0977065279
517	0.09752962971
518	0.09749829723
519	0.09743777915
520	0.09738858803
521	0.09726919048
522	0.09716871769
523	0.09698012167
524	0.09697189324
525	0.09680847909
526	0.09675668648
527	0.09655317346
528	0.09644301051
529	0.09631813809
530	0.09623502549
531	0.09617730216
532	0.09603513628
533	0.09587968387
534	0.09577579372
535	0.0955386082
536	0.09551731595
537	0.09545152953
538	0.09539480861
539	0.09535227204
540	0.09533243086
541	0.09519412199
542	0.09512027883
543	0.09502243722
544	0.09484526952
545	0.09470538289
546	0.09453144564
547	0.09446848296
548	0.09434042526
549	0.09430995813
550	0.09420210791
551	0.09404900602
552	0.09374520775
553	0.09351661097
554	0.09342560261
555	0.09324998592
556	0.0931808206
557	0.09314671084
558	0.09302585583
559	0.09288485262
560	0.09282356798
561	0.09277651347
562	0.09273729411
563	0.09263175849
564	0.09232957393
565	0.09220486478
566	0.09202824087
567	0.09191329039
568	0.0918803066
569	0.09177135326
570	0.09165183441
571	0.09141063173
572	0.09120921539
573	0.0911839581
574	0.09118006171
575	0.09100302814
576	0.0909452176
577	0.09083461233
578	0.09075438834
579	0.09065588492
580	0.09063536497
581	0.09041436625
582	0.09028334352
583	0.09022466482
584	0.08998726648
585	0.08991445052
586	0.08979643457
587	0.08961179074
588	0.08949159337
589	0.08944781673
590	0.08942482896
591	0.08934394022
592	0.08915630209
593	0.08900276874
594	0.08888168618
595	0.08872570482
596	0.08866428161
597	0.08855577715
598	0.08840228582
599	0.08831944591
600	0.08822606741
601	0.08817860487
602	0.08796361777
603	0.08773024461
604	0.08759861991
605	0.08756098017
606	0.0873616149
607	0.08723159597
608	0.08717336904
609	0.0869030939
610	0.08688849503
611	0.08683329014
612	0.08671850605
613	0.08651226442
614	0.08650823976
615	0.08639815181
616	0.08630778487
617	0.08630230121
618	0.08622998268
619	0.08605483357
620	0.08601882417
621	0.0859776025
622	0.08595997391
623	0.08588908159
624	0.08558869445
625	0.08557269016
626	0.08546251452
627	0.08530104164
628	0.08517058504
629	0.08515616322
630	0.08502960219
631	0.08476437204
632	0.08459466916
633	0.08446259002
634	0.08444243523
635	0.08434924597
636	0.08427492133
637	0.0841939648
638	0.08405050012
639	0.08385288436
640	0.08383178989
641	0.08375027903
642	0.08358714999
643	0.08356786906
644	0.08336124345
645	0.08329813019
646	0.08329198172
647	0.08323199308
648	0.08322942629
649	0.08300211652
650	0.08288577105
651	0.08283560565
652	0.08271232691
653	0.0825914544
654	0.08252976325
655	0.08244651041
656	0.08235883125
657	0.08228211721
658	0.08216596075
659	0.08197458733
660	0.08194867657
661	0.08192635127
662	0.08192377236
663	0.08181228896
664	0.08163098837
665	0.08152615236
666	0.08134855282
667	0.08116044029
668	0.08096598363
669	0.08078609124
670	0.08055822559
671	0.08040142773
672	0.080285486
673	0.08007014892
674	0.07986991492
675	0.07967981615
676	0.07951410279
677	0.07944687734
678	0.07942842346
679	0.07934563498
680	0.07923422184
681	0.07920191833
682	0.07913825695
683	0.07895440379
684	0.07888727711
685	0.07886593887
686	0.07865775006
687	0.07858375498
688	0.07849166574
689	0.07848891941
690	0.07839928041
691	0.07825457319
692	0.07815013765
693	0.07814075237
694	0.07801688918
695	0.07799359253
696	0.07795937962
697	0.07795505253
698	0.07780055927
699	0.07767918255
700	0.07751009445
701	0.07744614762
702	0.0772779532
703	0.07714914613
704	0.07700123702
705	0.07694089827
706	0.07664369172
707	0.07653655911
708	0.07639330155
709	0.07636354178
710	0.07636295421
711	0.07617463398
712	0.07616024298
713	0.07616024269
714	0.07611679873
715	0.0760780918
716	0.07602759076
717	0.07580428495
718	0.07573798748
719	0.07557263786
720	0.07546886214
721	0.07535069243
722	0.07523049236
723	0.07498861649
724	0.07486534296
725	0.07481510653
726	0.07470497178
727	0.07458108829
728	0.07456650644
729	0.07450183962
730	0.07444998682
731	0.07436082561
732	0.07423388274
733	0.07421120284
734	0.07420658851
735	0.07419098351
736	0.07409684544
737	0.07383058787
738	0.07370929806
739	0.07357289882
740	0.07333592646
741	0.07328605687
742	0.07308311522
743	0.07302742514
744	0.0730135825
745	0.0729581688
746	0.07294112423
747	0.07293497789
748	0.07292106994
749	0.07282214741
750	0.0727333325
751	0.07271666284
752	0.0726543932
753	0.07257888801
754	0.07255522921
755	0.07243709849
756	0.07234924635
757	0.07230892692
758	0.07218942188
759	0.07218566901
760	0.07204911956
761	0.07201271198
762	0.07196291632
763	0.07168446154
764	0.07166567205
765	0.07151076109
766	0.07138100369
767	0.0713574455
768	0.07132438542
769	0.07132119429
770	0.07126091731
771	0.0711443888
772	0.07112332243
773	0.07093638705
774	0.07070962034
775	0.07051064992
776	0.07040338543
777	0.07026718141
778	0.07024997643
779	0.07017906408
780	0.07017027619
781	0.0701450251
782	0.07001101394
783	0.06984016618
784	0.06970909938
785	0.06966979529
786	0.06965560936
787	0.06962284133
788	0.06960579692
789	0.06941381439
790	0.0693187771
791	0.06928997922
792	0.06922771161
793	0.06909750917
794	0.06904104272
795	0.06891120445
796	0.06890025051
797	0.06887319259
798	0.06875220069
799	0.06862829383
800	0.06857961516
801	0.06849732469
802	0.06847551142
803	0.06840936307
804	0.06831432599
805	0.06826202231
806	0.06807804347
807	0.06805112091
808	0.06794133905
809	0.0679248544
810	0.06787116793
811	0.06767315856
812	0.06765007439
813	0.06761272085
814	0.06758831821
815	0.06758542377
816	0.06754622284
817	0.0675285631
818	0.06736185572
819	0.06734769891
820	0.06731454404
821	0.06729600282
822	0.06718899809
823	0.06718058833
824	0.06717595406
825	0.06708024563
826	0.06706217534
827	0.06702149506
828	0.0670010649
829	0.06698313575
830	0.06693585719
831	0.06691668676
832	0.0668801559
833	0.06684414844
834	0.06682263906
835	0.06680921468
836	0.06678872603
837	0.06676965126
838	0.06675050721
839	0.06672048361
840	0.06656229533
841	0.06654308965
842	0.06650550146
843	0.06627709684
844	0.06626143115
845	0.06622755875
846	0.06621170581
847	0.06611037356
848	0.06590336483
849	0.06588757897
850	0.06586957993
851	0.06585372677
852	0.06584072338
853	0.06582262458
854	0.06570040578
855	0.06567862502
856	0.06566085249
857	0.06565877958
858	0.06564351378
859	0.06562510716
860	0.06556754318
861	0.06556539198
862	0.06556404347
863	0.06541905711
864	0.06540371211
865	0.06538291006
866	0.06536077798
867	0.06534401816
868	0.06532297163
869	0.06528812374
870	0.0652684563
871	0.06525458772
872	0.06523747086
873	0.06521225219
874	0.0651927995
875	0.06517605577
876	0.06515692451
877	0.06512918074
878	0.06503760698
879	0.0650081364
880	0.06480386441
881	0.06478691106
882	0.0647706464
883	0.06475845425
884	0.06469589554
885	0.06467863839
886	0.06465468048
887	0.06454723365
888	0.06452958321
889	0.06442393967
890	0.06439692126
891	0.0643810197
892	0.06436462985
893	0.06435009642
894	0.06430820999
895	0.06427711777
896	0.06421856634
897	0.06410247185
898	0.06408743706
899	0.06406577144
900	0.06404982614
901	0.06403289155
902	0.06401644439
903	0.06387842047
904	0.06376452333
905	0.06375066335
906	0.06373551074
907	0.06371111346
908	0.06362269179
909	0.06360092768
910	0.06358732125
911	0.06357376773
912	0.06356193536
913	0.06354462547
914	0.06351655524
915	0.06336099365
916	0.06334632398
917	0.06333087275
918	0.06331492064
919	0.06330165452
920	0.06328486672
921	0.06326994597
922	0.06325270638
923	0.06323420375
924	0.0631919782
925	0.06313564468
926	0.06312140456
927	0.06291617256
928	0.06289984684
929	0.06288694947
930	0.06286310783
931	0.06285038689
932	0.06281199466
933	0.06279417458
934	0.06278025176
935	0.06276099705
936	0.06274912777
937	0.06273672177
938	0.06270696768
939	0.06269240946
940	0.06267790429
941	0.06266516032
942	0.06264306979
943	0.06263099463
944	0.06261897437
945	0.06260650192
946	0.06258649045
947	0.06257582293
948	0.06256269105
949	0.06254674043
950	0.06253497902
951	0.06249437488
952	0.06239130968
953	0.06237730786
954	0.06236435129
955	0.06235071316
956	0.06233823365
957	0.06232683914
958	0.0623131223
959	0.06230077178
960	0.06228157128
961	0.06225458764
962	0.06223812644
963	0.06222476723
964	0.06217707997
965	0.062162485
966	0.06202447569
967	0.06201018492
968	0.06199806796
969	0.06198332072
970	0.06183853575
971	0.06182664532
972	0.06167482638
973	0.0616630006
974	0.06164753746
975	0.06163667789
976	0.06162488612
977	0.0615649856
978	0.06149999353
979	0.06142473984
980	0.06134084451
981	0.06132751101
982	0.06131545282
983	0.06130386394
984	0.06129123744
985	0.06108848735
986	0.06107544861
987	0.06106322939
988	0.06104915875
989	0.06103689026
990	0.06091409781
991	0.06090207062
992	0.06089205875
993	0.06088120208
994	0.06077790812
995	0.06076510374
996	0.06074759149
997	0.06073564491
998	0.06072464207
999	0.06071187885
